physical_record_id,station_id,station_name,city_band,zone,site_type,operator_code,connector_capacity,operating_start_hour,operating_end_hour,is_24x7,commission_date,station_status,latitude_band,longitude_band,source_system
STNREC000134,STN0134,Mumbai Transit District Charge Hub 134,Mumbai,Transit District,PUBLIC_PARKING,OP02,8,0,24,True,2022-08-27,ACTIVE,21.6091,78.1991,CHARGEIQ_STATION_MASTER
STNREC000135,STN0135,Ahmedabad South Charge Hub 135,Ahmedabad,South,RESIDENTIAL_CLUSTER,OP03,6,0,24,True,2022-09-04,ACTIVE,24.1815,79.4891,CHARGEIQ_STATION_MASTER
STNREC000136,STN0136,Kochi Outer Ring Charge Hub 136,Kochi,Outer Ring,HIGHWAY_STOP,OP04,6,0,24,True,2024-11-12,ACTIVE,26.7056,80.6732,CHARGEIQ_STATION_MASTER
STNREC000137,STN0137,Hyderabad Central Charge Hub 137,Hyderabad,Central,METRO_HUB,OP05,7,8,23,False,2025-03-19,ACTIVE,8.0022,71.9466,CHARGEIQ_STATION_MASTER
STNREC000138,STN0138,Bengaluru East Charge Hub 138,Bengaluru,East,OFFICE_PARK,OP06,9,5,22,False,2024-07-23,ACTIVE,10.8115,73.0776,CHARGEIQ_STATION_MASTER
STNREC000139,STN0139,Pune Highway Corridor Charge Hub 139,Pune,Highway Corridor,MALL,OP01,6,7,22,False,2022-04-10,ACTIVE,13.195,74.4177,CHARGEIQ_STATION_MASTER
STNREC000140,STN0140,Chennai North Charge Hub 140,Chennai,North,PUBLIC_PARKING,OP02,6,0,24,True,2024-01-30,ACTIVE,15.9268,75.4678,CHARGEIQ_STATION_MASTER
STNREC000141,STN0141,Delhi NCR West Charge Hub 141,Delhi NCR,West,PUBLIC_PARKING,OP03,6,0,24,True,2025-03-13,ACTIVE,19.0164,76.5984,CHARGEIQ_STATION_MASTER
STNREC000142,STN0142,Mumbai Transit District Charge Hub 142,Mumbai,Transit District,RESIDENTIAL_CLUSTER,OP04,8,8,23,False,2023-02-12,ACTIVE,21.7546,77.7679,CHARGEIQ_STATION_MASTER
STNREC000143,STN0143,Ahmedabad South Charge Hub 143,Ahmedabad,South,HIGHWAY_STOP,OP05,7,0,24,True,2024-02-02,ACTIVE,23.91,79.1091,CHARGEIQ_STATION_MASTER
STNREC000144,STN0144,Kochi Outer Ring Charge Hub 144,Kochi,Outer Ring,METRO_HUB,OP06,7,0,24,True,2024-05-18,ACTIVE,26.8216,80.3125,CHARGEIQ_STATION_MASTER
STNREC000145,STN0145,Hyderabad Central Charge Hub 145,Hyderabad,Central,OFFICE_PARK,OP01,8,0,24,True,2024-03-18,ACTIVE,8.0289,72.2518,CHARGEIQ_STATION_MASTER
STNREC000146,STN0146,Bengaluru East Charge Hub 146,Bengaluru,East,MALL,OP02,6,8,21,False,2024-02-06,ACTIVE,10.6091,73.4227,CHARGEIQ_STATION_MASTER
STNREC000147,STN0147,Pune Highway Corridor Charge Hub 147,Pune,Highway Corridor,PUBLIC_PARKING,OP03,5,0,24,True,2022-08-16,ACTIVE,13.667,74.3247,CHARGEIQ_STATION_MASTER
STNREC000148,STN0148,Chennai North Charge Hub 148,Chennai,North,PUBLIC_PARKING,OP04,4,0,24,True,2025-05-02,ACTIVE,16.2617,75.5019,CHARGEIQ_STATION_MASTER
STNREC000149,STN0149,Delhi NCR West Charge Hub 149,Delhi NCR,West,RESIDENTIAL_CLUSTER,OP05,9,8,23,False,2025-04-14,ACTIVE,18.5442,76.5365,CHARGEIQ_STATION_MASTER
STNREC000150,STN0150,Mumbai Transit District Charge Hub 150,Mumbai,Transit District,HIGHWAY_STOP,OP06,6,0,24,True,2022-08-08,ACTIVE,21.6493,77.8528,CHARGEIQ_STATION_MASTER
STNREC000151,STN0151,Ahmedabad South Charge Hub 151,Ahmedabad,South,METRO_HUB,OP01,7,0,24,True,2024-04-26,ACTIVE,24.1225,79.3884,CHARGEIQ_STATION_MASTER
STNREC000152,STN0152,Kochi Outer Ring Charge Hub 152,Kochi,Outer Ring,OFFICE_PARK,OP02,7,6,23,False,2023-05-02,ACTIVE,27.1539,80.1741,CHARGEIQ_STATION_MASTER
STNREC000153,STN0153,Hyderabad Central Charge Hub 153,Hyderabad,Central,MALL,OP03,8,8,21,False,2024-03-26,ACTIVE,8.1374,71.7538,CHARGEIQ_STATION_MASTER
STNREC000154,STN0154,Bengaluru East Charge Hub 154,Bengaluru,East,PUBLIC_PARKING,OP04,4,0,24,True,2022-07-12,ACTIVE,10.6419,73.0593,CHARGEIQ_STATION_MASTER
STNREC000155,STN0155,Pune Highway Corridor Charge Hub 155,Pune,Highway Corridor,PUBLIC_PARKING,OP05,7,0,24,True,2024-03-25,ACTIVE,13.6165,74.2942,CHARGEIQ_STATION_MASTER
STNREC000156,STN0156,Chennai North Charge Hub 156,Chennai,North,RESIDENTIAL_CLUSTER,OP06,5,7,21,False,2025-01-24,ACTIVE,16.1957,75.3185,CHARGEIQ_STATION_MASTER
STNREC000157,STN0157,Delhi NCR West Charge Hub 157,Delhi NCR,West,HIGHWAY_STOP,OP01,6,0,24,True,2023-04-03,ACTIVE,18.8321,77.0509,CHARGEIQ_STATION_MASTER
STNREC000158,STN0158,Mumbai Transit District Charge Hub 158,Mumbai,Transit District,METRO_HUB,OP02,8,6,23,False,2025-05-04,ACTIVE,21.541,78.0626,CHARGEIQ_STATION_MASTER
STNREC000159,STN0159,Ahmedabad South Charge Hub 159,Ahmedabad,South,OFFICE_PARK,OP03,6,5,23,False,2025-04-13,ACTIVE,24.0165,78.9288,CHARGEIQ_STATION_MASTER
STNREC000160,STN0160,Kochi Outer Ring Charge Hub 160,Kochi,Outer Ring,MALL,OP04,7,7,23,False,2022-11-30,ACTIVE,26.886,80.6686,CHARGEIQ_STATION_MASTER
STNREC000161,STN0161,Hyderabad Central Charge Hub 161,Hyderabad,Central,PUBLIC_PARKING,OP05,7,0,24,True,2022-09-18,ACTIVE,8.1644,71.8786,CHARGEIQ_STATION_MASTER
STNREC000162,STN0162,Bengaluru East Charge Hub 162,Bengaluru,East,PUBLIC_PARKING,OP06,5,0,24,True,2022-12-27,ACTIVE,10.6643,73.1501,CHARGEIQ_STATION_MASTER
STNREC000163,STN0163,Pune Highway Corridor Charge Hub 163,Pune,Highway Corridor,RESIDENTIAL_CLUSTER,OP01,7,8,21,False,2025-06-11,ACTIVE,13.2352,74.4873,CHARGEIQ_STATION_MASTER
STNREC000164,STN0164,Chennai North Charge Hub 164,Chennai,North,HIGHWAY_STOP,OP02,9,0,24,True,2023-10-21,ACTIVE,15.9092,75.7531,CHARGEIQ_STATION_MASTER
STNREC000165,STN0165,Delhi NCR West Charge Hub 165,Delhi NCR,West,METRO_HUB,OP03,7,7,22,False,2022-02-04,ACTIVE,19.0774,76.7181,CHARGEIQ_STATION_MASTER
STNREC000166,STN0166,Mumbai Transit District Charge Hub 166,Mumbai,Transit District,OFFICE_PARK,OP04,5,6,22,False,2024-06-26,ACTIVE,21.2504,77.726,CHARGEIQ_STATION_MASTER
STNREC000167,STN0167,Ahmedabad South Charge Hub 167,Ahmedabad,South,MALL,OP05,5,0,24,True,2022-07-25,ACTIVE,24.1986,79.4456,CHARGEIQ_STATION_MASTER
STNREC000168,STN0168,Kochi Outer Ring Charge Hub 168,Kochi,Outer Ring,PUBLIC_PARKING,OP06,5,0,24,True,2024-12-24,ACTIVE,26.6172,80.6748,CHARGEIQ_STATION_MASTER
STNREC000169,STN0169,Hyderabad Central Charge Hub 169,Hyderabad,Central,PUBLIC_PARKING,OP01,6,0,24,True,2024-11-22,ACTIVE,8.1849,72.2423,CHARGEIQ_STATION_MASTER
STNREC000170,STN0170,Bengaluru East Charge Hub 170,Bengaluru,East,RESIDENTIAL_CLUSTER,OP02,7,5,23,False,2023-05-09,ACTIVE,10.474,73.1477,CHARGEIQ_STATION_MASTER
STNREC000171,STN0171,Pune Highway Corridor Charge Hub 171,Pune,Highway Corridor,HIGHWAY_STOP,OP03,8,0,24,True,2022-08-11,ACTIVE,13.3304,74.6623,CHARGEIQ_STATION_MASTER
STNREC000172,STN0172,Chennai North Charge Hub 172,Chennai,North,METRO_HUB,OP04,5,7,23,False,2024-12-24,ACTIVE,15.9555,75.3266,CHARGEIQ_STATION_MASTER
STNREC000173,STN0173,Delhi NCR West Charge Hub 173,Delhi NCR,West,OFFICE_PARK,OP05,8,5,22,False,2022-03-29,ACTIVE,18.6768,76.7374,CHARGEIQ_STATION_MASTER
STNREC000174,STN0174,Mumbai Transit District Charge Hub 174,Mumbai,Transit District,MALL,OP06,6,7,21,False,2023-02-03,ACTIVE,21.2338,78.0517,CHARGEIQ_STATION_MASTER
STNREC000175,STN0175,Ahmedabad South Charge Hub 175,Ahmedabad,South,PUBLIC_PARKING,OP01,11,0,24,True,2022-12-12,ACTIVE,24.1703,79.0209,CHARGEIQ_STATION_MASTER
STNREC000176,,Kochi Outer Ring Charge Hub 176,Kochi,Outer Ring,PUBLIC_PARKING,OP02,0,0,24,True,2022-09-27,LIMITED_SERVICE,27.0301,80.4576,CHARGEIQ_STATION_MASTER
STNREC000177,STN0177,Hyderabad Central Charge Hub 177,Hyderabad,Central,RESIDENTIAL_CLUSTER,OP03,6,23,6,True,2023-02-09,LIMITED_SERVICE,8.0649,72.185,CHARGEIQ_STATION_MASTER
STNREC000178,STN0178,Bengaluru East Charge Hub 178,Bengaluru,East,HIGHWAY_STOP,OP04,7,0,24,True,2026-05-01,LIMITED_SERVICE,10.9675,72.9106,CHARGEIQ_STATION_MASTER
STNREC000179,STN0179,Pune Highway Corridor Charge Hub 179,Pune,Highway Corridor,ROOFTOP_UNKNOWN,OP05,9,8,22,False,2023-09-08,LIMITED_SERVICE,13.274,74.2384,CHARGEIQ_STATION_MASTER
STNREC000180,STN0179,Chennai North Charge Hub 180,Chennai,North,OFFICE_PARK,OP06,6,5,21,False,2024-05-26,LIMITED_SERVICE,15.8002,75.5372,CHARGEIQ_STATION_MASTER
